fecha,producto,tipo_producto,marca,categoria,cantidad,precio_unitario,precio_total,metodo_pago,comprobante
2024-08-16,arena,fina,Ladrillera Virú,material_construccion,3.0,41.65,124.95,efectivo,boleta
2024-08-16,rodillo,grande,Truper,pinturas,2.0,30.2,60.4,efectivo,boleta
2024-08-16,grava,zarandeada,Ladrillera Virú,material_construccion,2.0,82.86,,efectivo,boleta
2024-08-16,ladrillo,Pandereta,Fortaleza,material_construccion,1636.0,1.87,3059.32,efectivo,boleta
2024-08-16,arena,gruesa,Ladrillera Virú,material_construccion,1.0,56.78,56.78,yape,factura
2024-08-16,cortadora_ladrillo,manual,Makita,herramientas,2.0,577.44,1154.88,yape,boleta
2024-08-16,grifos,jardin,FV,gasfiteria,1.0,237.0,237.0,efectivo,boleta
2024-08-16,cemento,saco 50kg,Cementos Inka,material_construccion,12.0,37.45,449.4,efectivo,boleta
2024-08-16,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,17.0,37.87,643.79,yape,boleta
2024-08-16,fierro_corrugado,3/8,Aceros Arequipa,material_construccion,16.0,24.89,398.24,transferencia,boleta
2024-08-16,ladrillo,Pandereta,Cerámica Lark,material_construccion,2680.0,2.8,,yape,boleta
2024-08-16,lija,grano 120,Norton,pinturas,,2.54,12.7,,factura
2024-08-16,tomacorriente,empotrable,Legrand,electricidad,4.0,15.65,62.6,efectivo,boleta
2024-08-16,cemento,saco 50kg,Unacem,material_construccion,11.0,33.35,366.85,yape,boleta
2024-08-16,arena,fina,Ladrillera Virú,material_construccion,2.0,48.38,,plin,factura
2024-08-16,cemento,saco 50kg,Cementos Inka,material_construccion,11.0,43.95,483.45,efectivo,boleta
2024-08-16,enchufe,doble,BTicino,electricidad,3.0,19.92,,plin,boleta
2024-08-16,grava,zarandeada,Ladrillera Virú,material_construccion,4.0,89.61,358.44,tarjeta,boleta
2024-08-16,alicate,"universal 8""",Stanley,herramientas,4.0,37.04,148.16,transferencia,boleta
2024-08-16,adhesivo,epoxico 2k,Pegatodo,material_construccion,2.0,135.11,N/A,efectivo,factura
2024-08-16,cable,vulcanizado 2.5mm2,Indeco,electricidad,7.0,5.25,36.75,,factura
2024-08-16,grava,triturada,Ladrillera Virú,material_construccion,2.0,56.53,113.06,efectivo,boleta
2024-08-16,nivel_burbuja,60cm,Stanley,herramientas,3.0,50.98,152.94,yape,factura
2024-08-16,cemento,saco 42.5kg,Pacasmayo,material_construccion,12.0,38.8,465.6,yape,boleta
2024-08-16,ladrillo,Pandereta,Fortaleza,material_construccion,2428.0,0.77,1869.56,yape,boleta
2024-08-16,arena,fina,Ladrillera Virú,material_construccion,1.0,35.81,35.81,efectivo,boleta
2024-08-16,sellador_termico,spray,,pinturas,1.0,85.66,85.66,tarjeta,boleta
2024-08-16,martillo,maza 1kg,Bahco,herramientas,2.0,38.49,76.98,transferencia,boleta
2024-08-16,ladrillo,Techo,Cerámica Lark,material_construccion,2547.0,3.35,8532.45,efectivo,factura
2024-08-16,malla_mosquitera,2x1m,Genérico,accesorios,2.0,81.74,163.48,plin,boleta
2024-08-16,caja_herramientas,plastica,Stanley,accesorios,,231.08,231.08,tarjeta,boleta
2024-08-16,ladrillo,King Kong,Fortaleza,material_construccion,1410.0,1.09,1536.9,plin,boleta
2024-08-16,cemento,saco 42.5kg,Pacasmayo,material_construccion,13.0,42.48,552.24,plin,boleta
2024-08-16,sierra_circular,"10""",Bosch,herramientas,1.0,773.45,773.45,,boleta
2024-08-16,arena,,Ladrillera Virú,material_construccion,4.0,56.16,,efectivo,boleta
2024-08-16,foco_led,18W,Osram,electricidad,4.0,30.62,122.48,transferencia,boleta
2024-08-16,grava,zarandeada,Ladrillera Virú,material_construccion,,76.84,307.36,efectivo,boleta
2024-08-16,grava,triturada,Ladrillera Virú,material_construccion,1.0,56.87,56.87,tarjeta,boleta
2024-08-16,ladrillo,Techo,Cerámica Lark,material_construccion,2997.0,2.73,8181.81,efectivo,factura
2024-08-16,led_tira,5m,Genérico,electricidad,4.0,--,461.64,efectivo,boleta
,cemento,saco 50kg,Pacasmayo,material_construccion,12.0,44.55,534.6,yape,boleta
2024-08-16,clavos,comun kg,Truper,,4.0,5.05,20.2,transferencia,boleta
2024-08-16,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,24.0,33.28,798.72,tarjeta,factura
2024-08-16,adhesivo,contacto 1L,Pegatodo,material_construccion,4.0,96.8,387.2,efectivo,boleta
2024-08-16,cemento,saco 50kg,Pacasmayo,material_construccion,14.0,error,502.32,efectivo,factura
2024-08-16,grava,triturada,,material_construccion,3.0,77.87,233.61,tarjeta,boleta
2024-08-16,arena,gruesa,Ladrillera Virú,material_construccion,1.0,43.09,43.09,plin,boleta
2024-08-16,ladrillo,Techo,Ladrillera Virú,material_construccion,2483.0,2.95,7324.85,efectivo,boleta
2024-08-16,fierro_corrugado,3/8,Aceros Arequipa,material_construccion,13.0,,283.4,yape,boleta
2024-08-16,ladrillo,Techo,Fortaleza,material_construccion,953.0,2.74,2611.22,efectivo,boleta
2024-08-16,lija,grano 80,3M,pinturas,3.0,11.14,33.42,plin,boleta
2024-08-16,cemento,saco 50kg,Pacasmayo,material_construccion,11.0,40.21,442.31,plin,boleta
2024-08-16,calamina,galv 0.5mm,Covema,material_construccion,1.0,84.55,84.55,yape,boleta
2024-08-16,calamina,galv 0.5mm,Aceros Arequipa,material_construccion,3.0,116.89,350.67,transferencia,boleta
2024-08-16,sellador,masilla 1kg,3M,pinturas,,116.04,--,efectivo,boleta
2024-08-16,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,15.0,35.08,526.2,efectivo,boleta
2024-08-17,wincha,5m,Truper,herramientas,2.0,19.19,38.38,plin,boleta
2024-08-17,lija,grano 80,3M,pinturas,4.0,11.34,45.36,yape,boleta
2024-08-17,arena,fina,Ladrillera Virú,material_construccion,2.0,65.54,131.08,plin,boleta
2024-08-17,cemento,saco 50kg,,material_construccion,12.0,33.55,402.6,efectivo,boleta
2024-08-17,pintura,esmalte 1gl,CPP,pinturas,2.0,132.02,264.04,yape,boleta
2024-08-17,adhesivo,contacto 1L,Tekbond,material_construccion,2.0,201.71,403.42,yape,boleta
2024-08-17,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,20.0,33.08,661.6,yape,factura
2024-08-17,tarugos,plástico 10mm,Truper,fijacion,36.0,1.11,39.96,tarjeta,boleta
2024-08-17,sellador,masilla 1kg,3M,pinturas,1.0,97.14,97.14,efectivo,boleta
2024-08-17,adhesivo,contacto 1L,Sika,material_construccion,2.0,163.78,327.56,plin,boleta
2024-08-17,sellador,silicona 300ml,Sika,,1.0,115.7,115.7,yape,boleta
2024-08-17,adhesivo,contacto 1L,Tekbond,,1.0,161.18,161.18,tarjeta,boleta
2024-08-17,,5m,Truper,herramientas,2.0,13.47,26.94,efectivo,boleta
2024-08-17,destornillador,plano 6mm,Truper,herramientas,3.0,31.23,93.69,plin,boleta
2024-08-17,enchufe,simple,Simon,electricidad,1.0,28.89,28.89,efectivo,boleta
2024-08-17,pegamento_contacto,contacto 1L,Pegatodo,material_construccion,4.0,41.19,164.76,yape,boleta
2024-08-17,grava,zarandeada,Ladrillera Virú,material_construccion,4.0,35.5,142.0,yape,boleta
2024-08-17,ladrillo,Techo,Ladrillera Virú,material_construccion,1900.0,2.07,3933.0,yape,
2024-08-17,foco_led,9W,Philips,electricidad,1.0,52.48,52.48,transferencia,boleta
2024-08-17,,fina,Ladrillera Virú,material_construccion,1.0,78.75,78.75,efectivo,boleta
2024-08-17,sellador,masilla 1kg,3M,pinturas,1.0,80.68,80.68,efectivo,boleta
2024-08-17,arena,fina,Ladrillera Virú,material_construccion,2.0,55.03,110.06,efectivo,boleta
2024-08-17,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,14.0,23.14,323.96,tarjeta,boleta
2024-08-17,serrucho,,Truper,herramientas,4.0,166.29,665.16,tarjeta,boleta
2024-08-17,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,16.0,37.3,596.8,yape,boleta
2024-08-17,led_tira,10m,Genérico,electricidad,4.0,154.0,616.0,yape,boleta
2024-08-17,pegamento_contacto,contacto 1L,Pegatodo,material_construccion,3.0,53.11,159.33,yape,boleta
2024-08-17,ladrillo,King Kong,Fortaleza,material_construccion,2083.0,1.27,2645.41,plin,boleta
,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,13.0,32.23,418.99,plin,boleta
2024-08-17,pernos_bulones,M10,Fixser,fijacion,29.0,0.97,28.13,efectivo,boleta
2024-08-17,tuberia_pvc,1/2,Pavco,gasfiteria,3.0,24.02,72.06,tarjeta,boleta
2024-08-17,adhesivo,epoxico 2k,Sika,material_construccion,3.0,223.45,670.35,efectivo,boleta
2024-08-17,cemento,saco 50kg,Pacasmayo,material_construccion,14.0,38.11,533.54,efectivo,boleta
2024-08-17,alicate,"corte diagonal 6""",Truper,herramientas,1.0,81.09,81.09,yape,boleta
2024-08-17,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,70.36,70.36,tarjeta,boleta
2024-08-17,cortadora_ladrillo,manual,Bosch,,2.0,294.89,589.78,efectivo,boleta
2024-08-17,ladrillo,Pandereta,Ladrillera Virú,material_construccion,624.0,2.28,1422.72,yape,
2024-08-17,llave_inglesa,"14""",Bahco,herramientas,2.0,61.1,122.2,yape,boleta
2024-08-17,cemento,saco 42.5kg,Cementos Inka,material_construccion,12.0,43.28,519.36,yape,factura
2024-08-17,calamina,galv 0.3mm,Covema,material_construccion,3.0,error,153.51,efectivo,factura
2024-08-17,pegamento_contacto,contacto 1L,Pegatodo,material_construccion,3.0,71.61,214.83,efectivo,boleta
2024-08-17,foco_led,12W,LedVance,electricidad,,11.86,11.86,yape,boleta
2024-08-17,cortadora_ladrillo,electrica,Bosch,herramientas,1.0,289.8,289.8,efectivo,factura
2024-08-17,arena,fina,Ladrillera Virú,material_construccion,1.0,42.54,42.54,tarjeta,boleta
2024-08-17,enchufe,simple,Legrand,electricidad,2.0,69.23,138.46,yape,boleta
2024-08-17,aspersor_jardin,rotativo,Toro,accesorios,1.0,85.65,85.65,tarjeta,boleta
2024-08-17,pintura,acrilico 1gl,CPP,pinturas,1.0,198.28,198.28,transferencia,boleta
2024-08-17,foco_led,9W,Philips,electricidad,1.0,46.58,46.58,yape,boleta
2024-08-17,grava,triturada,Ladrillera Virú,material_construccion,2.0,76.77,153.54,efectivo,boleta
2024-08-17,arena,fina,Ladrillera Virú,material_construccion,,36.18,72.36,yape,factura
2024-08-17,grava,zarandeada,Ladrillera Virú,material_construccion,2.0,80.07,160.14,yape,boleta
2024-08-17,ladrillo,King Kong,Ladrillera Virú,material_construccion,836.0,3.02,2524.72,plin,boleta
2024-08-17,cemento,saco 50kg,Pacasmayo,material_construccion,10.0,40.47,404.7,,boleta
2024-08-17,enchufe,industrial,Simon,electricidad,2.0,45.96,91.92,transferencia,boleta
2024-08-17,tuercas_arandelas,hexagonal,Fijesa,fijacion,34.0,0.66,22.44,efectivo,boleta
2024-08-17,adhesivo,contacto 1L,Pegatodo,material_construccion,1.0,105.42,105.42,yape,boleta
2024-08-17,grava,triturada,Ladrillera Virú,material_construccion,2.0,53.69,107.38,tarjeta,boleta
2024-08-17,arena,fina,Ladrillera Virú,material_construccion,1.0,52.54,52.54,yape,boleta
2024-08-17,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,13.0,36.36,,yape,boleta
2024-08-17,,zarandeada,Ladrillera Virú,material_construccion,2.0,61.77,,yape,boleta
2024-08-17,valvula,esferica 1/2,Tigre,,2.0,24.87,49.74,tarjeta,factura
2024-08-17,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,14.0,36.48,510.72,tarjeta,factura
2024-08-17,calamina,galv 0.3mm,Covema,material_construccion,2.0,45.58,91.16,efectivo,boleta
2024-08-17,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,76.01,,efectivo,factura
2024-08-17,thinner,thinner 1L,CPP,pinturas,2.0,70.14,140.28,yape,boleta
2024-08-17,arena,gruesa,Ladrillera Virú,material_construccion,1.0,57.48,,transferencia,boleta
2024-08-17,sellador_termico,spray,3M,pinturas,1.0,68.93,68.93,plin,boleta
2024-08-17,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,61.56,61.56,efectivo,boleta
2024-08-17,sellador_termico,spray,3M,pinturas,4.0,130.16,520.64,yape,boleta
2024-08-17,pernos_bulones,M8,Fijesa,fijacion,29.0,0.84,24.36,efectivo,boleta
2024-08-17,guantes,cuero,Protec,seguridad_industrial,4.0,12.73,50.92,tarjeta,factura
2024-08-17,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,14.0,32.41,453.74,yape,boleta
2024-08-17,adhesivo,contacto 1L,Sika,material_construccion,3.0,134.94,404.82,,boleta
2024-08-17,calamina,galv 0.3mm,Prodac,material_construccion,1.0,94.03,94.03,yape,boleta
2024-08-17,arena,gruesa,Ladrillera Virú,material_construccion,2.0,51.73,103.46,yape,boleta
2024-08-17,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,14.0,29.94,419.16,efectivo,boleta
2024-08-17,ladrillo,Pandereta,Ladrillera Virú,material_construccion,517.0,0.94,485.98,yape,boleta
2024-08-17,sellador_termico,spray,3M,pinturas,2.0,137.22,274.44,efectivo,boleta
2024-08-17,arena,gruesa,Ladrillera Virú,material_construccion,1.0,67.23,67.23,tarjeta,boleta
2024-08-17,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,16.0,,546.24,efectivo,boleta
2024-08-17,sellador,masilla 1kg,Sika,pinturas,2.0,39.38,78.76,yape,factura
2024-08-17,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,10.0,24.6,246.0,tarjeta,boleta
2024-08-17,tornillos,drywall,Fijesa,fijacion,49.0,0.3,14.7,efectivo,factura
2024-08-17,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,12.0,32.77,393.24,efectivo,boleta
,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,28.0,22.11,619.08,efectivo,boleta
2024-08-17,ladrillo,Pandereta,Fortaleza,material_construccion,1295.0,2.72,3522.4,yape,boleta
2024-08-17,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,83.54,83.54,transferencia,factura
2024-08-17,sellador_termico,liquido,3M,pinturas,3.0,133.25,399.75,plin,boleta
2024-08-17,arena,fina,Ladrillera Virú,material_construccion,4.0,57.83,231.32,tarjeta,
2024-08-17,grifos,lavadero,FV,gasfiteria,4.0,163.81,655.24,yape,boleta
2024-08-17,calamina,galv 0.5mm,Aceros Arequipa,material_construccion,2.0,52.18,104.36,efectivo,boleta
2024-08-17,arena,fina,Ladrillera Virú,material_construccion,4.0,35.45,141.8,tarjeta,factura
2024-08-17,sellador_silicon,300ml,Sika,accesorios,1.0,30.8,30.8,efectivo,factura
2024-08-18,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,13.0,22.31,290.03,plin,boleta
2024-08-18,pintura,latex 1gl,Zinsser,pinturas,4.0,178.85,715.4,tarjeta,boleta
2024-08-18,ladrillo,Pandereta,Cerámica Lark,material_construccion,2346.0,2.0,4692.0,tarjeta,boleta
2024-08-18,aspersor_jardin,impacto,Toro,accesorios,1.0,137.79,137.79,plin,boleta
2024-08-18,adhesivo,contacto 1L,Tekbond,material_construccion,2.0,181.54,363.08,plin,boleta
2024-08-18,led_tira,,Genérico,electricidad,1.0,37.91,37.91,plin,boleta
2024-08-18,ladrillo,King Kong,Cerámica Lark,material_construccion,878.0,1.04,913.12,tarjeta,boleta
2024-08-18,manguera,industrial,Tigre,accesorios,2.0,37.54,75.08,efectivo,boleta
2024-08-18,candado,cableados,Tesa,accesorios,3.0,73.64,error,yape,factura
,cemento,saco 42.5kg,Unacem,material_construccion,11.0,32.17,353.87,yape,boleta
2024-08-18,cortadora_ladrillo,manual,Bosch,herramientas,1.0,794.44,794.44,plin,boleta
2024-08-18,,liquido,3M,pinturas,3.0,85.61,256.83,efectivo,boleta
2024-08-18,,"14""",,herramientas,2.0,117.65,235.3,tarjeta,boleta
2024-08-18,clavos,galvanizado kg,,fijacion,2.0,8.63,17.26,yape,boleta
2024-08-18,cemento,saco 50kg,Cementos Inka,material_construccion,13.0,36.24,471.12,efectivo,boleta
2024-08-18,arena,gruesa,Ladrillera Virú,material_construccion,1.0,78.3,78.3,yape,factura
2024-08-18,cemento,saco 50kg,Unacem,material_construccion,11.0,35.96,395.56,yape,
2024-08-18,ladrillo,Pandereta,Ladrillera Virú,,580.0,1.46,846.8,tarjeta,boleta
2024-08-18,caja_placa,plastica,BTicino,electricidad,1.0,110.71,110.71,efectivo,boleta
2024-08-18,led_tira,5m,Genérico,electricidad,4.0,,509.92,transferencia,factura
2024-08-18,fierro_corrugado,3/8,Aceros Arequipa,material_construccion,12.0,35.32,423.84,plin,boleta
2024-08-18,sellador_silicon,300ml,3M,accesorios,2.0,38.16,76.32,,boleta
2024-08-18,cemento,saco 42.5kg,,material_construccion,10.0,45.98,459.8,transferencia,boleta
2024-08-18,adhesivo,contacto 1L,Tekbond,material_construccion,2.0,182.24,364.48,efectivo,boleta
2024-08-18,cemento,saco 50kg,Cementos Sol,material_construccion,10.0,37.11,371.1,yape,factura
2024-08-18,pintura,latex 1gl,Zinsser,pinturas,3.0,226.75,680.25,tarjeta,boleta
2024-08-18,grifos,lavadero,FV,gasfiteria,1.0,165.6,165.6,efectivo,boleta
2024-08-18,pegamento_contacto,contacto 1L,Tekbond,material_construccion,4.0,87.84,351.36,efectivo,boleta
2024-08-18,disolvente,disolvente 1L,Comex,pinturas,1.0,16.57,16.57,transferencia,boleta
2024-08-18,sellador_termico,,3M,pinturas,3.0,101.07,303.21,efectivo,boleta
2024-08-18,ladrillo,Pandereta,Cerámica Lark,material_construccion,835.0,0.67,559.45,plin,boleta
2024-08-18,tuercas_arandelas,hexagonal,Fixser,fijacion,34.0,0.73,24.82,efectivo,factura
2024-08-18,cable,vulcanizado 2.5mm2,Indeco,electricidad,7.0,7.39,51.73,yape,boleta
,cable,vulcanizado 2.5mm2,Indeco,electricidad,8.0,10.51,84.08,efectivo,factura
2024-08-18,juego_llaves_dados,10pz,Stanley,herramientas,1.0,172.52,172.52,yape,boleta
2024-08-18,arena,fina,Ladrillera Virú,material_construccion,4.0,39.01,156.04,plin,boleta
2024-08-18,arena,fina,Ladrillera Virú,material_construccion,1.0,73.29,73.29,yape,boleta
2024-08-18,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,14.0,,534.66,efectivo,boleta
2024-08-18,calamina,galv 0.3mm,Prodac,material_construccion,1.0,43.72,s/c,plin,boleta
2024-08-18,juego_llaves_dados,10pz,Bahco,herramientas,2.0,250.68,501.36,efectivo,boleta
2024-08-18,adhesivo,epoxico 2k,Sika,material_construccion,1.0,53.23,53.23,efectivo,factura
2024-08-18,grava,triturada,Ladrillera Virú,material_construccion,1.0,77.66,77.66,efectivo,boleta
2024-08-18,foco_led,12W,Philips,,2.0,26.24,52.48,yape,boleta
2024-08-18,adhesivo,epoxico 2k,Pegatodo,material_construccion,2.0,77.81,,transferencia,boleta
2024-08-18,destornillador,Phillips #2,Truper,herramientas,2.0,16.16,32.32,efectivo,boleta
2024-08-18,casco,ABS,3M,seguridad_industrial,2.0,74.22,148.44,yape,boleta
2024-08-18,arena,fina,Ladrillera Virú,material_construccion,3.0,46.34,139.02,yape,boleta
2024-08-18,pintura,esmalte 1gl,Zinsser,,5.0,191.14,955.7,efectivo,boleta
2024-08-18,ladrillo,King Kong,,material_construccion,1830.0,1.57,2873.1,transferencia,boleta
2024-08-18,llave_inglesa,"12""",Bahco,herramientas,2.0,118.31,236.62,yape,boleta
2024-08-18,enchufe,simple,Legrand,electricidad,1.0,80.15,80.15,efectivo,factura
2024-08-18,grava,zarandeada,Ladrillera Virú,material_construccion,2.0,54.1,108.2,tarjeta,boleta
,destornillador,Phillips #2,Stanley,herramientas,1.0,45.59,45.59,yape,boleta
2024-08-18,grava,triturada,Ladrillera Virú,material_construccion,1.0,37.85,37.85,tarjeta,boleta
2024-08-18,ladrillo,Pandereta,Fortaleza,material_construccion,806.0,2.35,1894.1,yape,boleta
2024-08-18,ladrillo,Techo,Fortaleza,material_construccion,1958.0,0.89,1742.62,yape,boleta
2024-08-18,sierra_circular,"10""",Makita,herramientas,2.0,259.75,519.5,transferencia,boleta
2024-08-18,candado,disco,Tesa,accesorios,2.0,58.3,116.6,plin,boleta
2024-08-18,pintura,esmalte 1gl,Ecocolor,pinturas,2.0,237.22,474.44,yape,boleta
2024-08-18,wincha,10m,Truper,herramientas,2.0,36.15,,tarjeta,boleta
,ladrillo,Techo,Ladrillera Virú,material_construccion,2990.0,2.73,8162.7,tarjeta,boleta
2024-08-18,cemento,saco 50kg,Unacem,material_construccion,13.0,30.62,398.06,efectivo,boleta
2024-08-18,cemento,saco 50kg,Unacem,material_construccion,11.0,28.45,312.95,yape,boleta
2024-08-18,clavos,comun kg,Truper,fijacion,3.0,5.93,17.79,,factura
2024-08-18,ladrillo,Techo,Ladrillera Virú,material_construccion,1753.0,2.66,4662.98,yape,boleta
2024-08-18,ladrillo,Techo,Ladrillera Virú,material_construccion,996.0,2.17,2161.32,yape,
2024-08-18,adhesivo,contacto 1L,Sika,material_construccion,2.0,84.83,169.66,efectivo,boleta
2024-08-18,tuberia_pvc,,Tigre,gasfiteria,2.0,54.99,109.98,yape,boleta
2024-08-18,,galv 0.3mm,Aceros Arequipa,,5.0,58.1,290.5,tarjeta,boleta
2024-08-18,caja_placa,metal,Legrand,electricidad,4.0,68.12,272.48,plin,factura
2024-08-18,grava,triturada,Ladrillera Virú,material_construccion,1.0,error,67.01,plin,factura
2024-08-18,candado,cableados,Yale,accesorios,2.0,--,245.38,,boleta
2024-08-18,grava,triturada,Ladrillera Virú,material_construccion,1.0,74.38,74.38,transferencia,boleta
2024-08-18,sellador_termico,liquido,Sika,pinturas,2.0,96.28,192.56,transferencia,boleta
2024-08-18,grava,zarandeada,Ladrillera Virú,material_construccion,3.0,53.92,161.76,tarjeta,factura
2024-08-18,arena,gruesa,Ladrillera Virú,material_construccion,1.0,78.04,78.04,yape,boleta
2024-08-18,arena,fina,Ladrillera Virú,material_construccion,2.0,67.62,135.24,transferencia,boleta
2024-08-18,pegamento_contacto,contacto 1L,Pegatodo,material_construccion,2.0,110.66,221.32,efectivo,boleta
2024-08-18,cable,vulcanizado 1.5mm2,Indeco,electricidad,6.0,5.59,33.54,yape,factura
2024-08-18,ladrillo,Techo,Cerámica Lark,material_construccion,2362.0,2.19,5172.78,plin,boleta
2024-08-18,pegamento_contacto,spray,Pegatodo,material_construccion,3.0,101.4,304.2,yape,boleta
2024-08-18,cable,vulcanizado 2.5mm2,Indeco,electricidad,7.0,17.09,119.63,transferencia,boleta
2024-08-18,grava,,Ladrillera Virú,material_construccion,3.0,72.87,218.61,yape,
2024-08-18,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,14.0,29.5,413.0,tarjeta,factura
2024-08-18,cemento,saco 50kg,Cementos Sol,material_construccion,10.0,45.57,455.7,efectivo,boleta
2024-08-18,cemento,saco 50kg,Cementos Inka,material_construccion,12.0,41.09,493.08,plin,boleta
2024-08-18,interruptor,doble,Legrand,electricidad,1.0,44.18,44.18,yape,boleta
2024-08-18,adhesivo,epoxico 2k,Sika,material_construccion,1.0,241.97,241.97,plin,boleta
2024-08-18,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,,33.86,744.92,transferencia,boleta
2024-08-18,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,13.0,27.52,357.76,efectivo,boleta
2024-08-18,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,89.28,89.28,,boleta
2024-08-18,ladrillo,Pandereta,Ladrillera Virú,material_construccion,1261.0,1.68,2118.48,yape,boleta
2024-08-18,fierro_corrugado,3/4,,material_construccion,10.0,36.4,364.0,yape,boleta
2024-08-18,tarugos,plástico 10mm,Truper,fijacion,36.0,0.6,21.6,plin,boleta
2024-08-18,disolvente,disolvente 1L,Comex,pinturas,4.0,38.81,155.24,efectivo,boleta
2024-08-18,sierra_circular,"10""",Makita,herramientas,2.0,374.13,748.26,tarjeta,boleta
2024-08-18,grifos,lavadero,Vainsa,gasfiteria,3.0,98.02,294.06,efectivo,boleta
2024-08-18,pintura,latex 1gl,Zinsser,pinturas,3.0,232.66,697.98,tarjeta,boleta
2024-08-18,pegamento_contacto,contacto 1L,Tekbond,material_construccion,2.0,50.45,100.9,plin,boleta
2024-08-18,pernos_bulones,M12,Fijesa,fijacion,42.0,4.78,200.76,efectivo,boleta
2024-08-18,nivel_burbuja,60cm,Truper,herramientas,2.0,94.13,188.26,,boleta
2024-08-18,grava,triturada,Ladrillera Virú,material_construccion,3.0,49.21,147.63,efectivo,boleta
2024-08-18,cemento,saco 42.5kg,Pacasmayo,material_construccion,11.0,28.69,315.59,tarjeta,factura
2024-08-18,tomacorriente,empotrable,Simon,electricidad,4.0,62.56,250.24,transferencia,boleta
2024-08-18,ladrillo,Pandereta,Fortaleza,material_construccion,1489.0,3.35,4988.15,tarjeta,boleta
2024-08-18,cinta_teflon,rojo,Tigre,gasfiteria,5.0,2.53,12.65,yape,boleta
2024-08-18,llave_tubo,3/4,Truper,herramientas,2.0,105.86,211.72,efectivo,boleta
2024-08-18,arena,fina,Ladrillera Virú,material_construccion,2.0,72.5,145.0,transferencia,boleta
2024-08-18,llave_tubo,3/4,Truper,herramientas,1.0,126.36,N/A,efectivo,boleta
2024-08-18,pintura,acrilico 1gl,Ecocolor,pinturas,2.0,146.48,error,transferencia,factura
2024-08-18,led_tira,10m,Genérico,electricidad,4.0,55.94,223.76,efectivo,boleta
2024-08-19,cemento,saco 50kg,Pacasmayo,material_construccion,13.0,,451.49,yape,boleta
2024-08-19,ladrillo,Techo,Ladrillera Virú,material_construccion,873.0,1.53,1335.69,plin,boleta
2024-08-19,grava,zarandeada,Ladrillera Virú,material_construccion,2.0,83.65,167.3,efectivo,boleta
2024-08-19,cemento,saco 50kg,Unacem,material_construccion,13.0,42.06,,efectivo,factura
2024-08-19,fierro_corrugado,3/8,Aceros Arequipa,material_construccion,11.0,31.65,348.15,efectivo,factura
2024-08-19,ladrillo,King Kong,Ladrillera Virú,material_construccion,880.0,2.02,1777.6,yape,boleta
2024-08-19,candado,cableados,Tesa,accesorios,1.0,132.37,132.37,efectivo,boleta
,tomacorriente,doble,Legrand,electricidad,4.0,62.69,250.76,efectivo,boleta
2024-08-19,disolvente,disolvente 1L,Comex,pinturas,1.0,49.43,49.43,transferencia,boleta
2024-08-19,grava,triturada,Ladrillera Virú,material_construccion,2.0,47.64,95.28,plin,boleta
2024-08-19,,triturada,,material_construccion,4.0,53.33,213.32,yape,boleta
2024-08-19,valvula,de paso 3/4,Tigre,gasfiteria,1.0,28.57,28.57,plin,factura
2024-08-19,escalera,telescopica,Genérico,accesorios,2.0,333.93,667.86,tarjeta,boleta
2024-08-19,grava,triturada,Ladrillera Virú,material_construccion,2.0,61.8,123.6,yape,factura
2024-08-19,arena,gruesa,Ladrillera Virú,material_construccion,4.0,74.95,299.8,efectivo,
2024-08-19,ladrillo,King Kong,Fortaleza,material_construccion,2954.0,1.8,5317.2,transferencia,
,cemento,saco 42.5kg,Pacasmayo,material_construccion,12.0,43.9,526.8,efectivo,boleta
2024-08-19,lija,grano 80,3M,pinturas,,11.09,22.18,efectivo,factura
2024-08-19,enchufe,doble,BTicino,electricidad,1.0,65.0,65.0,efectivo,boleta
2024-08-19,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,17.0,24.41,414.97,efectivo,boleta
2024-08-19,brocha,rodillo,Stanley,pinturas,3.0,39.67,119.01,,factura
2024-08-19,cemento,saco 42.5kg,Cementos Sol,material_construccion,11.0,31.73,349.03,efectivo,factura
